Class_Name,Jobs_per_ 1Minute,Jobs_per_ 5 Minutes,Jobs_per_ 15Minutes,Mem capacity,Disk_capacity_GB,Num_of_CPU_Cores,Avg_Recieve_Kbps,Avg_Transmit_Kbps
Very LOW,0.021764354,0.02221216,0.023276533,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760825,0.022211022,0.023276006,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176025,0.02221047,0.023275923,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176098,0.022211022,0.023275313,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176269,0.022211022,0.023275451,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176098,0.022211176,0.023276144,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176269,0.022211638,0.023276144,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759053,0.022208779,0.023273635,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759114,0.022208565,0.023273371,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760079,0.022208779,0.023273787,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758649,0.022208872,0.023273787,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760048,0.022208718,0.023273926,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761276,0.022209286,0.023274092,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763779,0.022216092,0.023282936,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021768286,0.022215479,0.023277254,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175927,0.022208257,0.023272956,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756658,0.022207765,0.023273329,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760825,0.022210563,0.023276006,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176269,0.02221133,0.023276006,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761447,0.022211315,0.023275923,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762379,0.022211945,0.023276144,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763499,0.022211315,0.023275923,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760825,0.02221133,0.023276283,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764089,0.02221302,0.023276699,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764183,0.022212329,0.023277295,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760825,0.02221133,0.02327559,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760048,0.022208411,0.023273093,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757343,0.022207427,0.023272719,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758027,0.022207949,0.023272956,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759224,0.022208103,0.023273177,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175756,0.022208103,0.023273371,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758805,0.022208257,0.023273509,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762815,0.022214526,0.023282174,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176813,0.0222164,0.023277946,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760048,0.022209178,0.023274342,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758198,0.022208948,0.02327455,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759426,0.022209332,0.023274618,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759566,0.02221047,0.023275618,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762535,0.022213635,0.023278363,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764867,0.022213943,0.023278779,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761789,0.022212498,0.023277753,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021768442,0.022219932,0.023285429,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021772636,0.022222849,0.023287091,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021777453,0.022224231,0.023285567,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021767089,0.022215709,0.023279277,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762535,0.022212405,0.023276976,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763624,0.022210563,0.023274618,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758959,0.022208718,0.023273787,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758338,0.022207949,0.023273371,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758369,0.022207765,0.023272872,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757715,0.022207641,0.023272817,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763468,0.022214095,0.023280581,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759114,0.022208257,0.023273371,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759566,0.022208779,0.023273329,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757248,0.022208411,0.023273509,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176196,0.02221216,0.02327699,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761758,0.022213635,0.023278363,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021765799,0.022213328,0.023277393,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762302,0.02221385,0.023279277,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021767354,0.022216861,0.02328155,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021770306,0.022217935,0.023281412,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021767602,0.022218074,0.02328324,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176813,0.0222164,0.023280165,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764525,0.022213681,0.023277448,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759737,0.02220964,0.023274342,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758959,0.022208257,0.023273648,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758711,0.022208441,0.02327394,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758959,0.022209024,0.023274065,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761618,0.022209117,0.02327394,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764245,0.022215785,0.023282242,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021769312,0.022214864,0.023276533,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758027,0.022208103,0.023273648,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761758,0.022209024,0.023273509,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758805,0.022207795,0.023273371,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761789,0.022211822,0.023276533,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761447,0.022212253,0.023278224,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176813,0.022217015,0.023281273,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02177186,0.022218858,0.023282242,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021771549,0.02222116,0.02328446,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021775744,0.022223618,0.023287506,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021767819,0.022216246,0.023279471,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760669,0.022209486,0.023274065,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757685,0.022207596,0.023273024,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758494,0.022207949,0.023273093,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757404,0.022208103,0.023273232,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760592,0.022208441,0.023273635,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764711,0.022215325,0.023281689,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760359,0.022209178,0.023274204,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759114,0.022209024,0.023273648,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758027,0.022208779,0.023274092,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763935,0.022211176,0.023275729,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761447,0.022212329,0.023278515,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021772388,0.022222804,0.023285221,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021765022,0.022215018,0.023279194,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021770306,0.022219932,0.02328446,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176984,0.022218397,0.023283213,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021775122,0.02222239,0.023284875,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766265,0.022215018,0.023278363,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021765954,0.022213943,0.023277808,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758369,0.022209117,0.023274245,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759737,0.022208718,0.023273787,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175854,0.022208441,0.023273635,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757871,0.022207795,0.023272817,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762644,0.022214695,0.023282326,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766888,0.022215018,0.02327656,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757856,0.022207427,0.023272719,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757871,0.022208103,0.023273093,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758805,0.022208411,0.023273509,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760592,0.022209117,0.023274245,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761914,0.022212099,0.023277115,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176196,0.022214188,0.023279125,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766577,0.022216246,0.023280026,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766577,0.022216246,0.023280581,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021765489,0.0222164,0.023281134,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021769373,0.022218089,0.023281412,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760204,0.022211791,0.023276283,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757715,0.022208257,0.023273509,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758959,0.022208872,0.023273787,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756829,0.022207934,0.023273787,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175756,0.022208565,0.023273926,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763624,0.022215479,0.023282242,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766577,0.022214357,0.023276685,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756939,0.022207795,0.023273232,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759053,0.022208272,0.023273024,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756783,0.022207334,0.023272678,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757094,0.022207795,0.023273509,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762302,0.022211315,0.023276075,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759737,0.022210409,0.023275451,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761758,0.022211176,0.023275451,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759908,0.022210808,0.023276075,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759426,0.022210715,0.023275868,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759053,0.022210132,0.023275465,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176098,0.02221133,0.023276006,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762379,0.022211791,0.023276283,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760421,0.022210977,0.023276228,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761292,0.022211945,0.02327656,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762986,0.022212329,0.023276533,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756783,0.022208718,0.023274065,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758338,0.022208411,0.023273509,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757343,0.022207089,0.023272567,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756783,0.022207641,0.023273093,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756487,0.022207427,0.023273024,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761447,0.022213174,0.023280165,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757871,0.022208565,0.023273509,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758027,0.022208257,0.023273648,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759893,0.02221133,0.023276283,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763499,0.022211822,0.02327638,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758959,0.022210409,0.023276006,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176269,0.022212559,0.023276699,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760204,0.022211945,0.023276838,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764867,0.022212712,0.023276838,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759908,0.02221216,0.023277295,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761136,0.022212099,0.023277115,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176269,0.022214095,0.023280581,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760515,0.022211638,0.023276144,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759426,0.022208718,0.023273509,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757343,0.022207934,0.023273329,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758494,0.022208565,0.023273787,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758711,0.022208103,0.023273482,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757248,0.022207795,0.023273648,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758338,0.022208872,0.023274204,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762473,0.022214695,0.023282631,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759114,0.022209178,0.023274757,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757,0.022208948,0.02327455,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759893,0.022209794,0.023274896,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759893,0.022209332,0.023274896,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761105,0.022211991,0.023277295,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761914,0.022213481,0.023278224,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762225,0.022211638,0.023276976,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763841,0.02221554,0.023280649,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021771082,0.022220701,0.02328529,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021774035,0.022222236,0.023284737,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762815,0.022214357,0.023279125,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762379,0.022212405,0.023277115,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760592,0.022210132,0.023274855,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756939,0.022208718,0.023274204,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759114,0.022209486,0.023274342,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759737,0.022208779,0.023274245,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757248,0.022208718,0.023273926,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758649,0.022208565,0.023273787,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759395,0.02221216,0.023279887,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021765954,0.022215018,0.023276838,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758182,0.022209024,0.023274757,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759224,0.022209624,0.02327455,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760592,0.022209794,0.02327455,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762225,0.02221302,0.023278501,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762986,0.022213174,0.023278515,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021768908,0.022220547,0.02328529,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021771363,0.022220946,0.023284002,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021769483,0.022222128,0.023286897,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021769218,0.022218397,0.023281134,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021765799,0.022213328,0.023277532,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175854,0.022208441,0.02327394,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759893,0.022208872,0.023274204,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761276,0.022209117,0.02327394,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758805,0.022208718,0.023273926,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759114,0.022208565,0.023273509,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760079,0.022208441,0.023273635,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761914,0.022213789,0.023280442,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757514,0.022207427,0.023272872,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759114,0.022208257,0.023272956,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759581,0.022208103,0.023273093,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759053,0.022207765,0.023273482,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761758,0.02221133,0.023276283,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764696,0.022212498,0.02327699,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761914,0.022212099,0.023277669,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021774656,0.022223618,0.023288614,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021772559,0.022222635,0.023285983,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766064,0.022216216,0.023279887,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763313,0.022212559,0.02327656,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758959,0.022208718,0.023273093,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758027,0.022207765,0.023273024,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175756,0.022207641,0.023272678,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758369,0.022207765,0.023272872,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757248,0.022207641,0.023273232,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760421,0.022212329,0.023280497,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759581,0.022208872,0.023274481,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757514,0.022208779,0.02327394,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759581,0.022209178,0.023273926,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021759426,0.022209178,0.023274204,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760763,0.022211653,0.02327638,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762225,0.022210715,0.023275729,0.018482353,0.000580716,0.056214823,0.000142113,0.000121037
